gene	01_ctrl	02_ctrl	03_ctrl	04_ctrl	05_tx	06_tx	07_tx	08_tx
Dennd6a	32	63	43	52	43	31	80	32
Arf4	0	0	0	0	0	0	0	0
Pde12	0	0	0	0	0	0	0	0
Mir7672	0	0	0	0	0	0	0	0
Dnah12	0	0	0	0	0	0	0	0
Asb14	0	0	0	1	0	0	0	0
Appl1	2305	2483	2535	2244	2015	2066	2008	1643
Gm41114	0	0	6	0	6	5	7	5
Hesx1	0	3	0	0	0	5	0	2
Il17rd	5	14	2	0	2	3	3	1
Arhgef3	548	481	472	620	354	327	414	362
Gm34848	0	0	0	0	0	0	0	0
Gm34754	0	0	0	0	0	0	0	0
Gm52096	1	0	0	0	0	0	0	2
Gm34702	0	5	0	0	2	0	3	0
Gm52095	3	0	0	0	8	0	4	0
Tasor	1212	1132	947	969	1028	1056	1092	911
Ccdc66	764	709	971	549	633	686	643	590
Gm25697	0	0	0	0	0	0	0	0
Erc2	3	1	0	3	3	1	0	0
Gm45645	0	0	0	0	0	0	0	0
Gm34996	0	0	0	0	0	0	0	0
Gm52097	0	0	1	0	0	0	0	0
Wnt5a	10	3	3	3	4	3	6	4
Gm35164	0	0	0	0	0	0	0	0
Gm35217	0	0	0	0	0	0	0	0
Cacna2d3	0	0	0	0	1	0	0	0
Lrtm1	1	0	1	0	1	0	1	0
Gm41118	0	0	0	0	0	0	0	0
LOC115488417	0	0	0	0	0	0	0	0
Gm35281	0	0	0	0	0	0	0	0
Selenok	1021	920	942	875	772	894	935	811
Actr8	305	370	339	340	377	308	356	336
Mir6947	0	0	0	0	0	0	0	0
Il17rb	1	0	0	0	0	0	0	1
Chdh	0	1	1	0	1	0	1	1
Gm35449	0	0	0	0	0	0	0	0
Gm52108	0	0	0	0	0	0	0	0
Cacna1d	11	17	7	10	10	16	17	15
Gm52106	0	0	0	0	0	0	0	0
Gm52107	0	0	1	0	0	0	0	0
4831407H17Rik	0	0	0	0	0	0	0	0
Dcp1a	191	186	248	285	218	222	240	265
Gm35566	51	26	76	72	13	24	31	49
Tkt	4008	3109	3623	3559	3784	3248	3643	3296
Mir3076	0	0	0	0	0	0	0	0
Prkcd	336	449	407	370	384	390	425	422
Gm52147	0	0	0	0	0	0	0	0
Rft1	217	289	354	265	213	245	184	187
Sfmbt1	1241	1280	1504	1426	1193	1261	1204	1086
1700087M22Rik	0	0	0	0	0	0	0	0
Stimate	308	271	392	251	318	262	429	205
Mustn1	27	29	9	19	17	7	12	17
Itih4	3	4	5	5	2	3	5	5
Itih3	1	0	0	1	0	0	0	0
Itih1	1	0	0	0	0	0	0	0
Gm41121	11	3	5	12	1	4	0	3
Nek4	432	465	358	374	444	455	515	381
Spcs1	1426	1665	1461	1462	1374	1564	1573	1477
Glt8d1	136	164	147	136	140	136	158	86
Gnl3	10393	10568	10020	10468	9441	8750	9726	8101
Snord69	0	7	0	0	0	0	0	0
LOC115488429	181	176	141	125	169	158	194	126
Snord19	10	0	0	4	0	1	0	0
Pbrm1	5714	5837	5556	5809	5405	5634	5374	4517
Smim4	579	728	609	625	520	539	509	595
Nt5dc2	611	788	751	763	736	655	590	444
Stab1	19	9	4	2	2	5	3	10
Gm52148	0	0	0	0	1	0	0	0
Nisch	1572	1404	1560	1603	1279	1453	1512	1270
Tnnc1	4	2	4	15	6	3	7	8
Sema3g	13	14	25	18	9	11	13	7
Phf7	287	266	298	245	258	255	294	155
Bap1	460	451	435	426	391	412	462	464
Dnah1	1	1	1	0	0	3	0	0
Gm35823	0	0	0	0	0	0	0	0
Capn7	431	365	459	423	457	480	410	377
Sh3bp5	244	341	290	329	338	298	349	314
Gm35907	0	0	0	0	0	0	0	0
Mettl6	664	761	879	855	580	808	556	499
Eaf1	490	401	620	556	551	611	531	504
Colq	16	16	32	13	0	6	13	6
LOC102639719	0	0	0	0	0	0	0	0
Hacl1	21	31	11	27	20	9	32	13
Btd	36	49	67	42	74	43	57	55
Ankrd28	786	743	776	711	687	655	733	559
Gm36164	0	0	0	0	0	0	0	0
LOC102640059	0	0	0	0	0	0	0	0
Gm41125	0	1	0	0	0	0	0	0
LOC115488421	0	0	0	0	0	0	0	0
Galnt15	8	6	8	4	3	3	5	3
Dph3	2011	1988	2063	1766	1893	1907	1947	1922
Oxnad1	378	524	634	612	351	316	346	382
LOC115488399	0	0	0	0	0	0	0	0
Gm41127	0	0	0	0	0	0	0	0
Msmb	0	0	0	0	0	0	0	0
Ncoa4	56	53	47	41	38	56	42	51
Timm23	693	508	826	831	671	823	983	786
LOC115488402	54	31	36	26	26	25	14	20
Parg	948	879	974	963	881	1002	1135	868
Ogdhl	8	0	0	0	0	12	0	0
Gm52134	0	0	0	0	0	0	0	0
1700024G13Rik	0	0	0	1	0	0	0	0
Chat	0	0	0	0	0	0	0	0
Slc18a3	0	0	0	0	0	0	1	0
Ercc6	345	348	399	319	383	313	358	303
Prrxl1	0	0	2	1	0	0	0	0
3425401B19Rik	0	1	1	2	2	0	0	0
Gm28651	0	0	0	0	0	0	0	0
Gm36611	0	0	0	0	0	0	0	0
Tmem273	0	0	0	1	1	0	0	1
Fam170b	0	0	0	0	0	0	0	0
Vstm4	5	4	9	7	5	6	6	1
Gm36674	0	0	0	0	0	0	0	0
Wdfy4	3	7	7	14	9	4	5	8
Lrrc18	0	1	0	1	0	0	0	1
Gm25498	0	0	0	0	0	0	0	0
Arhgap22	2	3	6	2	7	2	4	2
Gm41130	0	0	0	0	0	14	1	0
Mapk8	399	469	565	490	381	439	557	442
Frmpd2	2	2	1	2	1	1	1	0
Ptpn20	0	0	0	1	0	0	0	0
Gm26228	0	0	0	0	0	0	0	0
4930503F20Rik	0	0	0	0	0	0	0	0
Gm30031	0	0	0	0	0	0	0	0
Gdf10	2	2	2	0	3	1	1	0
Gdf2	0	0	0	0	0	0	0	0
Rbp3	0	0	0	0	0	0	0	0
Zfp488	0	0	0	0	0	0	0	0
Gm30083	0	0	0	0	0	0	0	0
Gm5460	0	0	0	0	0	0	0	0
A630023A22Rik	0	0	0	0	0	0	0	0
Antxrl	0	0	0	0	0	0	0	0
Anxa8	5	7	7	7	6	4	4	5
Gm30556	0	0	0	0	0	0	0	0
Npy4r	0	0	0	0	0	0	0	0
Gprin2	0	1	0	3	0	0	0	0
Syt15	3	0	1	0	0	0	0	1
Shld2	298	233	299	265	297	225	260	222
Glud1	3475	3686	3862	3528	3328	3346	3526	2892
Gm3219	65	51	29	22	17	27	34	56
Fam25c	1	0	0	0	2	2	1	0
Gm41131	0	0	0	0	0	0	0	0
Sncg	1	5	0	2	1	1	0	3
Mmrn2	15	8	17	12	19	11	13	10
Bmpr1a	194	128	203	216	100	182	159	117
9230112D13Rik	0	0	0	0	0	0	0	0
Ldb3	2	1	2	3	3	3	1	0
Opn4	0	0	0	0	0	0	0	0
Gm52113	0	0	0	0	0	0	0	0
Wapl	4329	3484	3739	3607	3344	3222	3199	2918
5830448L01Rik	25	61	55	34	19	18	28	15
A930038B10Rik	0	6	0	22	1	0	3	1
Gm52101	0	0	1	0	0	0	5	0
Gm30969	0	0	0	0	0	0	0	0
Grid1	0	0	0	0	0	0	0	0
Mir346	0	0	0	0	0	0	0	0
Gm41133	0	0	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0	0	0
Gm25204	0	0	0	0	0	0	0	0
Ccser2	304	340	286	377	247	289	344	270
Rgr	0	0	0	0	0	0	0	0
Lrit1	0	0	0	0	0	0	0	0
Lrit2	0	0	0	0	0	0	0	0
Cdhr1	0	0	0	0	0	0	0	0
2610528A11Rik	18	0	0	1	1	1	0	0
Ghitm	4226	4336	4356	4268	3310	3205	3557	3104
Gm22469	0	0	0	0	0	0	0	0
Gm23909	0	0	0	0	0	0	0	0
Gm31393	0	0	0	0	0	0	0	0
Gm31456	0	0	0	0	0	0	0	0
Nrg3	0	0	0	0	0	0	0	0
Nrg3os	0	0	0	0	0	0	0	0
Gm20642	0	0	0	0	0	0	0	0
Gm31606	0	0	0	0	0	0	0	1
LOC432842	0	0	0	0	0	0	0	0
1700109I08Rik	0	0	0	0	0	0	0	0
Gm24388	0	0	0	0	0	0	0	0
Sh2d4b	56	36	61	77	46	29	71	40
Tspan14	259	239	277	208	205	267	226	253
Gm31839	0	0	0	0	0	0	0	0
Prxl2a	72	102	161	132	201	138	74	87
Dydc2	0	0	0	0	1	0	0	0
Dydc1	0	1	0	0	0	0	2	0
Mat1a	7	2	5	3	2	2	6	1
Sftpa1	410	385	387	445	322	444	363	398
Mbl1	0	0	1	0	0	0	0	0
Sftpd	128	130	130	161	124	132	143	132
Gm31895	0	0	0	0	0	0	0	0
Gm22823	0	0	0	0	0	0	1	0
Gm2832	0	0	0	0	0	0	0	0
Gm5798	0	0	0	0	0	0	0	0
Gm7945	0	0	0	0	0	0	0	0
Gm6482	0	0	0	0	0	0	0	0
Gm32762	0	0	0	0	0	0	0	0
Gm7954	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0
Gm7970	0	0	0	0	0	0	0	0
Gm46479	0	0	0	0	0	0	0	0
Gm3072	0	0	0	0	0	0	0	0
Gm8068	0	0	0	0	0	0	0	0
Gm47189	0	0	0	0	0	0	0	0
LOC115488376	0	0	0	0	0	0	0	0
Gm7980	0	0	0	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0	0	0	0
1700024B05Rik	0	0	0	0	0	0	0	0
LOC115486427	0	0	0	0	0	0	0	0
Gm7991	0	0	0	0	0	0	0	0
1700091H14Rik	0	0	0	0	0	0	0	0
Gm7951	0	0	0	0	0	0	0	0
Gm41135	0	0	0	0	0	0	0	0
Gm5376	0	0	0	0	0	0	0	0
Gm17027	0	0	0	0	0	0	0	0
Gm17026	0	0	0	0	0	0	0	0
Gm9611	0	0	0	0	0	0	0	0
Gm7995	0	0	0	0	0	0	0	0
Gm2959	0	0	0	0	0	0	0	0
Gm8005	0	0	0	0	0	0	0	0
Gm8020	0	0	0	0	0	0	0	0
Gm8024	0	0	0	0	0	0	0	0
Gm8032	0	0	0	0	0	0	0	0
Gm17124	0	0	0	0	0	0	0	0
Gm3015	0	0	0	0	0	0	0	0
Gm10377	0	0	0	0	0	0	0	0
Gm7152	0	0	0	0	0	0	0	0
Gm21977	0	0	0	0	0	0	0	0
Gm8082	0	0	0	0	0	0	0	0
Gm10376	0	0	0	0	0	0	0	0
Gm6536	0	0	0	0	0	0	0	0
Gm8104	0	0	0	0	0	0	0	1
Gm8094	0	0	0	0	0	0	0	0
LOC115488378	0	0	0	0	0	0	0	0
Gm3141	0	0	0	0	0	0	0	0
Gm7233	0	0	0	0	0	0	0	0
Gm8126	0	0	0	0	0	0	0	0
Gm9732	0	0	0	0	0	0	0	0
Gm8127	0	0	0	0	0	0	0	0
1700001F09Rik	0	0	0	0	0	0	0	0
Gm21154	0	0	0	0	0	0	0	0
Gm8138	0	0	0	0	0	0	0	0
Gm21162	0	0	0	0	0	0	0	0
Gm5799	0	0	0	0	0	0	0	0
Gm10375	0	0	0	0	0	0	0	0
Gm8165	0	0	0	0	0	0	0	0
Gm16506	0	0	0	0	0	0	0	0
Gm41139	0	0	0	0	0	0	0	0
Gm8180	0	0	0	0	0	0	0	0
Gm41138	0	0	0	0	0	0	0	0
Gm32427	0	0	0	0	0	0	0	0
Ear1	6	4	5	2	1	4	4	5
Gm32537	0	0	0	0	0	0	0	0
Ear10	0	0	0	0	0	0	0	0
Gm32482	0	0	0	0	0	0	0	0
Ang5	0	0	0	0	0	0	0	0
Ang6	0	0	0	0	0	0	0	0
Gm3287	0	0	0	0	0	0	0	0
Gm46451	0	0	0	0	0	0	0	0
Ear2	6	1	4	7	2	5	3	7
Gm3327	0	0	0	0	0	0	0	0
4930503E14Rik	0	0	0	0	0	0	0	0
1700047E10Rik	0	0	0	0	0	0	0	0
Gm8212	0	0	0	0	0	0	0	0
Gm32857	0	0	0	0	1	0	0	0
Gm8220	0	0	0	0	0	0	0	0
Gm5930	0	0	0	0	0	0	0	0
Gm8229	0	0	0	0	0	0	0	0
Gm3371	0	0	0	0	0	0	0	0
Gm8232	0	0	0	0	0	0	0	0
BC061237	0	0	0	0	0	0	0	0
Gm8247	0	0	0	0	0	0	0	0
Gm8256	0	0	0	0	0	0	0	0
Gm8267	0	0	0	0	0	0	0	0
Gm34060	0	0	0	0	0	0	0	0
Gm41141	0	0	0	0	0	0	0	0
Gm34198	0	0	0	0	0	0	0	0
Ptgdr	0	0	0	0	1	0	0	1
Gm16976	0	0	0	0	0	0	0	0
Gm41142	0	0	0	0	0	0	0	0
Mir327	0	0	0	0	0	0	0	0
4930431P03Rik	4	7	24	16	44	19	14	20
Ptger2	160	142	179	206	212	142	180	153
Txndc16	48	118	82	46	76	57	78	66
Gm34362	1	0	8	7	17	1	10	7
Gpr137c	39	26	7	3	5	3	35	17
Ero1a	1419	1402	1479	1505	1067	1281	1149	1115
Psmc6	4279	4350	4169	3952	3650	3758	3425	3340
Styx	191	50	102	95	125	126	112	128
Gnpnat1	751	738	826	729	599	813	650	648
Gm41143	0	0	0	0	0	0	0	0
Gm34250	0	0	0	0	0	0	0	0
Fermt2	54	28	41	49	45	43	40	23
Gm46452	0	0	0	0	0	0	0	0
Gm41144	0	0	0	0	0	0	0	0
4930527F14Rik	1	0	0	0	0	0	0	1
LOC115488341	0	0	0	0	0	0	0	0
LOC115488342	0	0	0	0	0	0	0	0
Gm41145	0	0	0	4	3	0	0	4
Ddhd1	206	256	192	192	183	266	209	144
Mir5131	0	0	0	0	0	0	0	0
Gm34360	0	0	0	0	0	0	0	0
A530076I17Rik	1	0	0	0	0	0	0	0
Ubb-ps	3	3	16	1	10	9	2	12
Gm34499	0	0	0	0	0	0	0	0
Gm15217	0	0	0	0	0	0	0	0
Bmp4	21	32	20	25	15	23	25	15
Gm15222	1	0	0	2	0	1	2	3
Gm34756	0	0	0	0	0	0	0	0
E130120K24Rik	0	0	0	0	0	0	0	0
Rubie	0	0	0	1	0	0	0	0
4933425B07Rik	0	0	0	0	0	0	0	0
Gm41146	0	0	0	0	0	0	0	0
D330046F09Rik	0	0	0	0	0	0	0	0
Cdkn3	1	44	10	27	20	9	13	1
Cnih1	990	1136	1156	1165	1032	1131	1182	1015
Gmfb	1629	1755	1804	1838	1854	1957	2146	1765
Cgrrf1	139	112	92	77	92	68	86	89
Gm34934	0	0	5	5	0	0	0	0
Samd4	75	70	27	59	36	49	55	49
Gm52120	25	28	21	8	7	9	15	9
Mir378c	0	0	0	0	0	0	0	0
Gm52121	0	0	0	0	0	0	0	0
Gm10371	0	0	0	0	0	0	0	0
Gch1	359	404	295	423	283	346	264	240
Wdhd1	1408	1448	1714	1441	1577	1530	1531	1130
Gm24378	0	0	0	4	6	5	0	2
Socs4	754	669	843	678	676	679	742	532
Gm35078	0	0	0	0	0	0	0	0
Mapk1ip1l	2302	2002	2304	1961	2271	2273	2039	2087
Gm41147	0	0	0	0	0	0	0	0
Lgals3	170	188	213	148	186	189	231	161
Dlgap5	394	408	329	330	347	280	332	249
Fbxo34	502	409	480	351	333	332	374	301
Gm35166	0	0	0	0	0	0	0	0
Atg14	106	101	108	127	110	52	82	155
Ktn1	4815	4532	5104	4533	4289	3984	4111	3990
4930538L07Rik	0	0	0	0	0	0	0	0
Gm41148	0	0	0	0	0	0	0	0
Gm35360	0	0	0	0	0	0	0	0
4930447J18Rik	0	0	0	0	0	0	0	0
Peli2	7	6	2	7	4	4	8	4
Gm6498	0	0	0	1	0	1	1	0
Gm52144	0	0	0	0	0	0	0	0
Tmem260	97	80	92	79	72	94	122	80
4930572G02Rik	0	0	0	0	0	0	0	0
Gm35766	0	0	0	0	0	0	0	0
Otx2	0	0	0	0	0	0	0	0
Otx2os1	0	0	0	0	0	0	0	0
LOC115488448	0	0	0	0	0	0	0	1
Gm38660	0	0	0	1	0	0	0	2
Gm22699	0	0	0	0	0	0	0	1
Gm41149	0	0	0	0	0	0	0	0
Gm46454	0	0	0	0	0	0	0	0
Gm534	2	0	0	0	0	0	0	0
4933429O19Rik	0	0	0	0	0	0	0	0
Gm36024	0	0	0	3	0	0	4	1
Gm23470	7	0	11	11	5	0	0	9
Exoc5	2126	2146	2058	2138	2058	2246	2347	2075
Ap5m1	190	259	192	236	290	176	197	178
Naa30	445	554	614	581	493	476	595	498
ccdc198	0	0	0	0	0	0	0	0
Slc35f4	0	0	0	0	0	0	0	0
Gm52146	0	0	0	0	0	0	0	0
Gm36082	0	0	0	1	0	0	0	0
Armh4	2	0	2	1	0	0	0	1
Gm36146	0	0	0	0	0	0	0	0
Gm8417	0	0	0	0	0	0	0	0
Olfr722	0	0	0	0	0	0	0	0
Olfr723	0	0	0	0	0	0	0	0
Olfr724	0	0	0	0	0	0	0	0
Olfr725	0	0	0	0	0	0	0	0
Olfr726	0	0	0	0	0	0	0	0
Olfr727	0	0	0	0	0	0	0	0
Olfr728	0	0	0	0	0	0	0	0
Olfr729	0	0	0	0	0	0	0	0
Olfr730	0	0	0	0	0	0	0	0
Olfr731	0	0	0	0	0	0	0	0
Olfr732	0	0	0	0	0	0	0	0
Olfr733	0	0	0	0	0	0	0	0
Olfr734	0	0	0	0	0	0	0	0
Olfr735	0	0	0	0	0	0	0	0
Tlr11	0	0	0	0	0	0	0	0
Olfr736	0	0	0	0	0	0	0	0
Olfr738	0	0	0	0	0	0	0	0
Olfr739	0	0	0	0	0	0	0	0
Olfr740	0	0	0	0	0	0	0	0
Olfr741	0	0	0	0	0	0	0	0
4930413M19Rik	0	0	0	0	0	0	0	0
Olfr742	0	0	0	0	0	0	0	0
Olfr743	0	0	0	0	0	0	0	0
Olfr744	0	0	0	0	0	0	0	0
Olfr745	0	0	0	0	0	0	0	0
Olfr746	0	0	0	0	0	0	0	0
Olfr747	0	0	0	0	0	0	0	0
Olfr748	0	0	0	0	0	0	0	0
Gm24316	0	0	0	0	0	0	0	0
Olfr749	0	0	0	0	0	0	0	0
Ttc5	172	111	162	116	135	113	61	107
Ccnb1ip1	0	0	0	0	0	0	0	0
Rpph1	9018	8256	8277	7028	6250	6170	7183	5532
Parp2	1224	1277	1331	1189	1280	1195	1200	977
Tep1	215	247	289	204	207	188	203	177
Gm52116	0	0	0	1	0	2	1	1
Gm26782	184	204	172	155	126	147	201	107
Klhl33	0	6	0	0	1	0	0	0
Osgep	477	358	402	480	400	323	452	378
Apex1	3894	4064	4058	4164	4063	3853	4270	3593
Pip4p1	325	425	326	293	241	372	384	349
Gm52117	0	0	1	0	0	0	0	0
Pnp	527	513	553	514	550	567	536	625
Pnp2	14	15	12	6	0	3	3	1
Rnase10	0	0	0	0	0	0	0	0
Rnase9	3	0	0	1	0	0	0	0
Rnase11	0	0	0	0	0	0	0	0
Rnase12	0	0	0	0	0	0	0	0
Gm52088	0	0	0	0	0	0	0	0
n-TLaag8	24	12	27	6	21	29	10	19
n-TPagg4	7	4	4	14	27	7	11	10
n-TTtgt3	11	46	33	20	37	14	24	3
Olfr750	0	0	0	0	0	0	0	0
n-TLtag2	21	9	27	0	13	30	31	2
n-TTtgt1	103	123	126	64	38	114	83	105
n-TYgta10	62	96	100	52	71	100	74	64
n-TPtgg5	0	0	0	5	3	0	4	3
Rnase4	47	54	39	78	34	50	58	38
Ang	5	4	1	3	2	2	3	2
Eddm3b	0	0	0	0	0	0	0	0
Rnase6	6	4	11	26	7	8	6	13
Rnase1	0	0	0	0	0	0	0	0
Rnase2b	0	0	0	0	0	0	0	0
Ang2	0	0	0	0	0	0	0	0
Ear14	0	0	0	0	0	0	0	0
Rnase2a	0	0	0	0	1	0	0	0
4930597G03Rik	0	0	0	0	0	0	0	0
Gm36641	0	0	0	0	0	0	0	0
Gm7247	0	0	0	0	0	0	0	0
Vmn2r88	0	0	0	0	0	0	0	0
Vmn2r89	0	0	0	0	0	0	0	0
Gm5622	0	0	0	0	0	0	0	0
Gm17175	0	0	0	0	0	0	0	0
Gm17078	0	0	0	0	0	0	0	0
Gm17079	0	0	0	0	0	0	0	0
Gm5800	0	0	0	0	0	0	0	0
Ang4	0	0	0	0	0	0	0	0
AY358078	1	0	0	0	0	0	0	0
Ear6	0	0	0	0	1	0	0	2
Mettl17	217	155	218	267	181	215	201	238
Slc39a2	0	0	0	0	0	0	0	0
Ndrg2	67	66	41	69	24	50	28	20
Tppp2	0	0	0	0	0	0	0	0
Rnase13	0	0	0	0	0	0	0	0
Arhgef40	14	14	21	11	12	8	15	5
Gm16617	0	0	0	0	0	0	0	0
Zfp219	811	580	668	636	559	534	486	461
Tmem253	1	6	0	2	0	0	18	0
Olfr221	0	0	0	0	0	0	0	0
LOC115488404	0	0	0	0	0	0	0	0
Hnrnpc	13508	13664	15075	13514	12861	12878	13130	10817
Rpgrip1	79	97	110	132	60	115	176	70
Supt16	10419	9110	10320	8959	8799	8791	8228	7091
Chd8	2400	2141	2591	2299	2431	2152	2149	1796
Gm26590	9	4	13	7	17	17	3	6
Snord8	1	3	2	26	3	1	10	0
Rab2b	250	198	274	250	142	100	236	155
Gm23758	0	0	0	0	0	0	0	0
Tox4	707	829	789	786	767	745	790	717
Mettl3	369	284	354	417	266	365	424	261
Sall2	79	29	47	62	14	57	36	9
Gm26328	0	1	2	0	0	0	0	6
Olfr1513	0	0	0	0	0	0	0	0
Olfr1512	0	0	0	0	0	0	0	0
Olfr1511	0	0	0	0	0	0	0	0
Olfr1510	0	0	0	0	0	0	0	0
Olfr1509	0	0	0	0	0	0	0	0
Olfr1508	0	0	0	0	0	0	0	0
Olfr1507	0	0	0	0	0	0	0	0
Gm36448	0	0	0	0	0	0	0	0
Gm30214	0	0	0	0	0	0	0	0
Gm30392	0	0	0	0	0	0	0	0
Gm30275	10	9	6	12	3	0	9	10
Dad1	3243	3254	3455	3272	3275	3256	3591	3237
Abhd4	55	64	30	40	18	43	67	27
Olfr49	0	0	0	0	0	0	0	0
Gm43305	0	0	0	0	0	0	0	0
Oxa1l	774	708	835	829	745	837	666	694
Slc7a7	6	6	8	8	14	6	12	4
Mrpl52	2260	2175	2544	2240	2398	2088	2084	2127
Mmp14	77	60	93	65	68	90	87	67
Gm24424	14	6	2	1	0	8	9	2
Lrp10	732	661	751	738	841	625	747	613
Rem2	1	0	1	0	1	5	4	3
Gm41153	0	2	0	0	0	0	0	0
Prmt5	4758	4564	5174	5091	4868	4744	5424	4516
n-TRacg6	824	874	929	856	520	509	570	526
Haus4	495	479	588	528	476	469	446	396
Ajuba	33	15	25	14	16	10	8	23
4931414P19Rik	114	75	86	73	73	119	110	64
Psmb5	816	862	798	856	844	841	756	777
Mir686	0	0	0	0	0	0	0	0
Psmb11	0	0	0	0	0	0	0	0
Cdh24	64	28	30	64	29	54	43	50
Acin1	10229	9183	10068	9506	9972	9077	9541	8335
Mir6948	7	0	21	23	6	16	14	25
4930579G18Rik	3	2	0	20	16	9	3	8
1700123O20Rik	544	484	521	549	423	457	583	442
Gm29776	0	0	0	0	6	0	0	0
Cebpe	0	0	0	0	0	0	0	0
Slc7a8	0	8	0	0	2	3	4	13
Rnf212b	0	0	0	0	0	0	0	0
Homez	68	33	40	30	46	55	45	22
Ppp1r3e	58	32	27	14	29	28	59	44
Bcl2l2	127	151	153	102	121	167	103	141
Pabpn1	8296	7851	9239	8795	8381	8119	8918	7998
Slc22a17	14	32	12	43	17	45	28	27
Efs	0	1	0	1	1	1	0	0
Il25	0	0	0	0	0	0	0	0
Cmtm5	0	0	0	0	0	0	0	0
Myh6	15	11	19	15	11	13	15	13
Mir208a	0	0	0	0	0	0	0	0
Gm52092	0	0	0	0	0	0	0	0
Mhrt	0	0	0	0	0	0	0	0
Myh7	0	1	2	2	0	2	0	3
Gm31251	0	0	0	0	1	0	0	0
Mir208b	0	0	0	0	0	0	0	0
Ngdn	2931	2912	3222	2626	2292	2651	2842	2426
Gm10364	1	0	0	1	0	0	1	0
Zfhx2	277	208	261	274	178	174	263	146
Zfhx2os	0	0	0	0	0	0	6	0
Thtpa	61	123	91	61	71	83	75	90
Ap1g2	673	860	832	650	720	833	794	674
Jph4	5	17	28	26	14	16	46	23
Gm46455	0	0	0	0	0	0	0	0
Gm23596	0	0	0	0	0	0	0	0
Dhrs2	0	0	0	0	0	0	0	0
Gm52145	0	0	0	0	0	0	0	0
Gm41158	0	0	0	0	0	0	0	0
Dhrs4	321	382	423	365	307	339	376	333
Carmil3	6	0	3	2	5	7	0	4
Cpne6	0	0	0	0	0	0	0	0
Nrl	0	0	0	0	0	0	0	0
Pck2	724	866	823	707	140	218	206	163
Dcaf11	413	346	314	354	255	304	314	362
Fitm1	0	0	1	0	0	0	0	0
Psme1	8120	8180	8633	8014	7556	6933	8058	7317
Emc9	3	10	17	1	11	15	13	15
Psme2	1873	2272	2141	2080	1950	2083	2171	1939
Rnf31	257	276	295	226	243	230	299	304
Irf9	817	718	895	785	702	720	739	755
Rec8	1	0	0	0	5	1	0	0
Ipo4	1196	1139	1211	1208	1120	1036	1039	1192
Tm9sf1	154	108	166	229	145	169	140	202
Tssk4	6	13	19	3	3	2	10	0
Mdp1	487	444	579	520	437	489	471	533
Nedd8	9152	7747	8813	7893	7688	7601	9031	7003
Gmpr2	245	232	230	309	251	228	316	252
Tinf2	705	663	635	750	769	639	700	666
Tgm1	1	4	1	0	2	1	1	3
Rabggta	445	358	429	447	420	390	407	389
Dhrs1	243	207	194	245	204	206	235	200
Nop9	1494	1517	1658	1559	1437	1509	1638	1401
Cideb	1	0	1	0	0	0	0	0
Ltb4r2	6	0	0	0	2	0	0	0
Ltb4r1	3	5	3	1	0	2	1	1
Adcy4	15	20	16	20	7	16	9	9
Gm32092	4	9	0	2	14	1	2	0
Ripk3	216	127	244	300	188	147	220	170
Gm41159	0	0	0	0	0	0	0	0
Nfatc4	2	3	3	3	3	3	5	3
Nynrin	0	1	1	9	3	5	1	1
Cbln3	9	0	0	0	0	0	0	0
Khnyn	224	194	315	230	202	151	159	161
Sdr39u1	581	448	546	549	476	525	598	452
Cma1	1	0	0	0	0	1	0	0
Mcpt-ps1	0	0	0	0	0	0	0	0
Cma2	0	0	0	0	0	0	0	0
Gm5801	0	1	0	0	1	0	0	0
Mcpt1	0	0	0	0	0	0	0	0
Mcpt2	0	0	0	0	0	0	0	0
Mcpt9	0	0	0	0	0	0	0	0
Mcpt4	0	0	0	0	0	1	0	0
Mcpt8	0	0	0	0	3	0	1	0
Mir6949	0	0	0	0	0	0	0	0
Ctsg	0	0	0	0	0	0	0	0
Gzme	0	0	0	0	0	0	0	0
Gzmd	0	0	0	0	0	0	0	0
LOC115488405	0	0	0	0	0	0	0	0
Gzmg	0	0	0	0	0	0	0	0
LOC115488407	0	0	0	0	0	0	0	0
Gzmn	0	0	0	0	0	0	0	0
LOC115488406	0	0	0	0	0	0	0	0
Gzmf	8	4	7	10	1	3	9	22
Gzmc	47	36	34	21	35	67	44	45
Gm24118	0	0	0	0	0	0	0	0
Gzmb	18935	19421	20290	20265	29442	31174	31978	29868
Atp12a	0	0	0	0	0	0	0	0
Gm32454	0	0	0	0	0	0	0	0
Rnf17	5	18	10	43	18	24	10	8
LOC115488392	0	0	0	0	0	0	0	0
Cenpj	481	542	538	525	474	403	467	302
Parp4	382	328	264	310	216	251	169	199
Gm16573	0	0	0	0	0	0	0	0
Mphosph8	4817	4400	5046	4845	4682	4511	4589	4489
Gm16973	38	70	33	43	46	37	67	41
Pspc1	1583	1494	1463	1389	1329	1316	1333	1176
Zmym5	505	464	470	551	438	391	476	403
2410022M11Rik	18	82	57	60	68	43	64	45
LOC115488428	0	0	0	0	0	0	0	1
Gm22218	0	0	0	0	0	0	0	0
Zmym2	453	478	571	535	416	469	519	449
Gm36789	0	0	0	0	0	0	0	0
B020004C17Rik	0	0	0	0	0	0	0	0
