gene	ctrl_01	ctrl_02	ctrl_03	ctrl_04	tx_01	tx_02	tx_03	tx_04
Vmac	142	121	133	133	130	134	140	91
Ndufa11	1523	1372	1590	1561	1266	1471	1394	1366
Fut4-ps1	0	0	0	0	0	0	0	0
Nrtn	7	13	5	10	2	7	10	10
Dus3l	3417	3113	3256	3415	2845	2958	2758	2929
Prr22	149	148	144	159	142	134	128	117
Rfx2	130	105	116	126	103	152	129	108
Gm41604	4	14	8	7	9	10	6	7
Acsbg2	0	1	0	0	0	1	0	0
Acsbg3	98	110	122	91	109	111	102	123
Mllt1	4866	4439	4650	5046	4365	4638	4307	4404
Acer1	0	0	0	0	0	0	0	0
Gm33509	8	7	4	3	7	8	7	3
Clpp	1910	1558	1853	2019	1566	1664	1528	1649
Alkbh7	284	234	279	255	183	282	196	227
Pspn	12	4	6	4	7	12	8	15
Gtf2f1	5780	5410	5744	6181	4914	5731	5284	4953
Khsrp	16717	16020	17060	17887	14040	16160	14405	14614
Slc25a41	1	0	1	2	3	2	1	1
Slc25a23	486	454	434	451	397	525	471	410
Crb3	3	3	2	3	2	2	3	3
Dennd1c	1904	1885	1976	1855	1798	2170	1967	1801
Tubb4a	131	114	130	122	140	170	128	117
Gm11110	128	102	129	110	130	156	150	116
Gm46589	177	152	175	154	159	171	167	159
Tnfsf9	181	186	192	192	233	239	233	205
Cd70	5	1	5	4	4	7	4	7
Gm33566	0	0	1	0	0	0	0	0
Tnfsf14	901	845	885	937	893	885	895	873
C3	72	98	107	115	87	155	99	75
Mir6978	0	0	0	0	0	0	0	0
Trip10	720	609	685	706	656	704	607	678
Gpr108	1465	1302	1531	1555	1298	1568	1391	1338
Vav1	5890	5604	6113	6508	5241	6186	5600	5605
Adgre1	1	0	2	0	0	1	0	1
Vmn2r120	0	0	0	0	0	0	0	0
Cntnap5c	0	0	1	0	0	0	0	0
Pdzph1	0	0	0	0	0	0	0	0
Gm33751	0	0	0	0	0	0	0	0
Nudt12os	0	0	0	0	0	0	0	0
Nudt12	22	42	43	29	36	33	30	52
n-TVcac3	0	0	0	0	0	0	0	0
Gm23203	0	0	0	0	0	0	0	0
Gm23447	0	0	0	0	0	0	0	0
Gm33890	0	0	0	0	0	0	0	0
Gm34038	0	0	0	0	0	0	0	0
Gm52291	0	0	0	0	0	0	0	0
Gm25800	0	0	0	0	0	0	0	0
Efna5	1	2	0	6	9	5	6	7
Gm52303	0	0	0	0	0	0	0	0
Gm46583	0	0	0	0	0	0	0	0
Gm34179	0	0	0	0	0	0	0	0
Gm34230	0	0	0	0	0	0	0	0
Gm34324	0	0	0	0	0	0	0	0
Fbxl17	1363	1235	1371	1241	1306	1452	1280	1358
Gm41607	2	2	1	1	2	1	1	3
4930405O22Rik	1	0	0	0	0	1	1	0
Fer	17	18	10	16	17	15	12	12
Gm52300	0	0	0	0	0	0	0	0
1110058D11Rik	0	0	0	0	0	0	0	0
Gm46590	1	0	1	0	2	1	0	1
Gm34858	0	0	0	0	0	0	0	0
Pja2	1556	1696	1682	1796	1470	1753	1617	1488
Mir6420	0	0	0	0	0	0	0	0
AU016765	0	0	0	0	0	0	0	0
Gm35098	0	0	0	0	0	0	0	0
Man2a1	5105	5309	5563	5326	4507	5506	5134	4884
Dreh	0	0	0	0	0	0	0	0
4930583I09Rik	0	0	0	0	0	0	0	0
Gm25344	0	0	0	0	0	0	0	0
Gm35228	0	0	0	0	0	0	0	0
Tmem232	0	1	1	0	0	0	0	0
Gm35400	0	0	0	1	0	0	1	0
Vapa	4269	4300	4754	4983	3925	4197	4016	3860
Txndc2	1	0	0	0	0	0	0	0
Gm35477	0	0	0	0	0	0	0	0
Rab31	36	42	46	45	49	48	48	39
Ppp4r1	1317	1262	1264	1420	1055	1326	1140	1151
Ralbp1	4572	4485	4768	5094	3906	4384	4217	4000
Gm35550	0	0	0	0	1	2	0	2
Twsg1	2006	2127	2124	2340	1812	1945	1801	1699
Ankrd12	1180	1200	1127	1199	1237	1295	1241	1148
Ndufv2	4057	4040	4572	4657	3674	4142	3870	3819
Gm23264	10	6	10	12	8	6	6	12
Washc1	1216	1127	1246	1328	1127	1280	1144	1180
Ddx11	2523	2342	2541	2474	2121	2512	2208	2156
Gm20742	0	0	0	1	1	0	0	0
Mtcl1	1	2	5	2	3	5	2	4
Rab12	677	648	749	736	740	735	725	731
Gm41608	245	240	175	174	244	211	203	175
Themis3	0	0	0	0	0	0	0	0
Ptprm	0	0	0	0	0	0	0	0
1700016K05Rik	0	0	0	0	0	0	0	0
Mir5709	0	0	0	0	0	0	0	0
Gm52313	0	0	0	0	0	0	0	0
Gm36152	0	0	0	0	0	0	0	0
Gm36201	0	0	0	0	0	0	0	0
Gm52321	0	0	0	0	0	0	0	0
Lrrc30	0	0	0	0	0	0	0	0
Lama1	0	0	0	0	0	0	0	0
Arhgap28	2	3	1	1	5	5	3	1
Gm36252	0	0	0	0	0	0	0	0
Gm36312	0	0	0	0	0	0	0	0
L3mbtl4	0	0	0	0	0	0	0	0
Tmem200c	0	0	0	0	0	0	0	0
Gm36392	0	0	0	0	0	0	0	0
Gm36437	0	0	0	0	0	0	0	0
Epb41l3	0	1	0	0	0	0	0	0
2410021H03Rik	0	0	0	0	0	0	0	0
Gm49894	8	8	3	4	3	4	8	6
Zbtb14	725	774	751	807	632	724	680	657
C030034I22Rik	164	126	123	118	183	166	158	116
A930029G22Rik	9	6	3	2	6	7	5	5
Akain1	0	0	0	0	0	0	0	0
A730049N16Rik	0	0	0	0	0	0	0	0
Gm36594	0	0	0	0	0	0	0	0
Dlgap1	3	1	0	1	2	3	1	5
Gm46581	0	0	0	0	0	0	0	0
Gm36746	1	1	0	2	1	0	0	0
Gm41609	1	0	2	2	2	0	0	0
Gm41610	6	4	9	4	10	4	9	3
Tgif1	1193	1067	1202	1197	1141	1172	1019	1028
Gm36856	15	9	11	13	16	24	20	10
Mir1195	1	1	1	1	2	0	1	0
Gm26510	84	89	78	67	62	81	82	66
Gm52315	5	3	5	2	7	4	5	2
Gm46595	0	0	0	0	0	0	0	0
Gm41611	0	0	1	1	1	0	2	0
Myl12b	3662	3609	4093	4055	3408	3886	3771	3418
Myl12a	6776	6530	7442	7563	6221	7209	6587	6566
Myom1	27	30	24	25	24	22	18	25
Lpin2	1844	1836	1792	1777	1504	1773	1579	1459
Emilin2	100	102	105	116	110	106	105	102
4930471L23Rik	0	1	0	0	0	0	0	0
Gm4566	2	1	1	2	1	2	3	2
Smchd1	11710	12757	12753	12863	10406	11956	11582	10726
Ndc80	2753	2679	3049	3190	2446	2924	2671	2627
Spdya	41	38	45	38	54	37	44	38
Trmt61b	183	202	189	221	148	167	165	190
n-TCgca52	2	2	2	2	3	5	2	1
Gm30091	22	21	21	20	20	16	27	15
Wdr43	12796	12427	13378	14924	11520	12468	11829	11847
Snord92	1	2	0	2	4	0	1	2
Snord53	68	71	57	67	76	69	59	65
Gm22858	39	27	35	30	37	48	37	39
Togaram2	0	0	0	0	0	0	0	0
Pcare	0	0	0	0	0	0	0	0
Gm30140	0	0	0	0	0	0	0	0
Clip4	0	0	1	0	0	1	1	1
Alk	0	0	0	0	0	0	0	0
Gm41613	0	0	0	0	0	0	0	0
Ypel5	376	395	431	436	338	431	373	367
Gm30256	0	0	0	0	0	0	0	0
Gm30375	6	5	1	8	6	5	4	6
Lbh	3287	3773	4021	3801	3113	4234	3848	3253
Gm23649	0	0	0	0	0	0	0	0
Gm30420	0	0	0	0	0	0	0	2
Gm41615	0	0	0	0	0	1	0	0
Gm30476	0	1	0	0	0	0	0	0
Gm41616	0	0	0	0	0	0	0	1
Lclat1	1376	1352	1558	1517	1293	1497	1419	1403
E330032C10Rik	0	0	1	0	0	0	0	0
Capn13	2	0	0	0	0	0	0	0
Galnt14	1	1	1	0	0	2	1	0
Gm46602	0	0	0	0	0	0	0	0
Gm52320	0	0	0	0	0	0	0	0
Ehd3	816	862	910	878	666	935	759	730
Xdh	452	473	485	392	222	322	258	256
Gm30983	0	0	0	0	0	0	0	0
Gm24475	0	0	0	0	0	0	0	0
Srd5a2	0	0	1	0	0	0	0	1
Gm31235	0	0	0	0	0	0	0	0
Memo1	3775	3626	4169	4077	3557	3838	3418	3633
Gm52299	0	1	1	0	0	3	0	1
Dpy30	2128	2192	2383	2453	2024	2323	1925	2208
Spast	1880	1886	2059	2105	1684	1974	1780	1847
Slc30a6	771	751	775	818	703	815	744	740
Nlrc4	9	7	5	2	4	9	4	9
Yipf4	1530	1611	1768	1753	1478	1618	1460	1391
Gm31645	9	11	10	15	13	16	16	17
Birc6	12411	12681	11970	11269	10814	12848	12063	11320
Ttc27	2801	2702	2865	2972	2312	2602	2419	2422
Gm31759	0	0	0	0	0	0	0	0
Gm31818	0	0	0	0	0	0	0	0
Ltbp1	0	0	0	1	0	0	2	0
Rasgrp3	1	1	0	0	0	0	1	0
Fam98a	4052	3894	4311	4487	3678	3971	3700	3686
Gm46584	0	0	0	0	0	0	0	0
Gm4710	0	0	0	0	0	0	0	0
Gm24126	0	0	0	0	0	0	0	0
Gm32076	0	0	0	0	0	0	0	0
Gm32282	6	4	2	2	2	3	3	1
Crim1	1894	2005	2016	2127	1713	1971	1782	1835
Gm41620	0	3	2	0	4	2	2	3
Gm52306	0	1	1	1	0	0	2	0
Fez2	373	333	379	381	337	390	371	372
Gm32336	11	10	14	13	5	6	5	10
Gm32464	0	0	0	0	0	0	0	0
Vit	0	0	0	0	0	0	0	0
Gm32573	0	0	0	0	0	0	0	0
Strn	2525	2671	2663	2707	2173	2649	2410	2312
Heatr5b	2020	2163	2066	2067	1756	2242	1965	1920
Gpatch11	864	815	800	903	785	877	839	779
Eif2ak2	2426	2448	2668	2632	2050	2351	2159	2092
Gm6548	0	0	0	0	0	0	0	0
Gm26637	154	145	141	102	117	141	134	97
Sult6b1	10	7	5	8	4	9	9	4
Cebpzos	159	144	163	148	161	142	108	143
Cebpz	5472	5422	5818	6366	4652	5139	4925	4962
Ndufaf7	1280	1212	1313	1419	1098	1273	1167	1146
Prkd3	1911	1992	2141	2134	1898	2159	1971	1950
Gm41622	0	2	3	1	2	0	0	2
Qpct	8	5	9	6	9	10	8	8
Cdc42ep3	161	158	167	172	152	172	157	163
Gm17315	1	0	1	0	1	0	0	0
Gm32954	0	0	0	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0	0	0
Gm10494	0	0	0	0	0	0	0	0
Rmdn2	91	83	101	120	82	118	79	85
Gm33006	0	0	0	0	0	0	0	0
Cyp1b1	9	3	10	13	2	4	3	3
Gm41624	0	0	0	0	0	0	0	0
Gm33055	0	0	0	0	0	0	0	0
Atl2	2657	2530	2914	2975	2506	2769	2552	2570
Gm41625	0	0	0	0	0	0	0	0
Hnrnpll	4090	4107	4369	4857	3567	3994	3537	3651
Gm22215	3	2	4	1	1	3	1	2
4933407O12Rik	8	21	14	13	16	18	13	13
Gm41626	0	0	0	0	0	0	0	0
Gm23125	0	0	0	0	0	0	0	0
Galm	244	241	228	293	234	253	246	240
Gm51284	0	0	0	0	0	0	0	0
Srsf7	14782	13974	15706	16076	13133	14256	13080	13599
Gemin6	1158	1085	1202	1255	1016	1137	1030	1021
Ttc39d	1	1	2	1	0	1	1	2
Gm52289	4	3	3	3	1	7	2	3
Dhx57	1264	1294	1242	1226	1117	1308	1265	1170
Morn2	40	53	55	57	45	61	56	54
Arhgef33	38	46	47	44	38	43	32	34
Gm10190	5	3	2	7	8	5	1	3
Sos1	1797	1863	1961	1990	1686	1865	1789	1779
Cdkl4	73	68	56	60	42	74	61	60
Map4k3	105	72	84	102	94	95	99	99
Gm33538	0	0	0	0	0	0	0	0
Gm33596	0	0	0	0	0	0	0	0
C230072F16Rik	0	0	0	0	0	0	0	0
Tmem178	0	0	0	0	0	0	0	0
Thumpd2	373	348	389	370	334	351	329	333
Gm33944	0	0	0	0	0	0	0	0
Slc8a1	1	0	0	2	0	0	1	0
Gm22386	0	0	0	0	0	0	0	0
Gm34211	0	0	0	0	0	0	0	0
Gm34265	0	0	0	0	0	0	0	0
Gm41629	0	0	0	0	0	0	0	0
Gm4601	0	0	0	0	0	0	0	0
Gm19689	0	0	0	0	0	0	0	0
Gm46606	0	0	0	0	0	0	0	0
Gm41631	0	0	0	0	0	0	0	0
Gm34686	0	0	0	0	0	0	0	0
Pkdcc	7	18	11	5	6	6	5	6
Gm24240	1	1	0	0	0	1	1	1
Eml4	6450	6456	6583	7044	5623	6523	5854	5757
Gm46594	164	140	108	100	130	151	137	149
LOC115488798	12	8	14	17	14	11	4	14
Cox7a2l	3440	3256	3598	3718	2925	3342	3148	2903
Gm52292	0	0	0	1	1	1	3	1
Gm41635	3	0	0	0	1	0	1	1
Gm34801	1	1	0	0	0	0	1	0
Kcng3	10	22	16	11	9	17	19	12
Mta3	2222	1984	2094	2248	1834	2091	1959	1852
Gm46597	345	330	329	335	316	343	325	337
Gm41637	10	8	5	7	6	14	9	9
Haao	1041	1200	1244	968	1197	1564	1276	1129
C430042M11Rik	58	40	41	64	39	50	53	45
n-TIaat17	0	0	0	0	0	0	0	0
Gm35125	1	0	0	0	0	0	0	1
1810073O08Rik	1	4	0	3	2	6	1	2
Gm41638	0	0	0	0	0	0	0	0
Gm35229	0	0	0	0	0	0	0	0
Gm35457	0	0	0	0	0	0	0	0
8430430B14Rik	4	9	5	2	3	8	4	4
Gm35551	16	9	11	9	9	12	17	7
4933433H22Rik	2	1	5	3	3	1	1	2
Gm19696	3	2	1	2	2	0	3	3
Gm41640	22	23	30	30	18	35	22	16
Zfp36l2	4073	4277	4660	4999	3755	4264	3900	4076
Gm36279	208	194	203	194	164	223	174	164
Thada	3102	3200	3237	3217	2665	3287	2960	2811
Gm24492	0	0	0	0	0	0	0	0
Gm24722	1	2	0	1	0	0	2	2
Gm41642	0	0	0	0	0	0	0	0
Plekhh2	3	0	3	2	1	2	0	0
4930500A05Rik	0	0	0	0	0	0	0	0
Gm26066	0	0	0	0	0	0	0	0
Dync2li1	71	73	64	70	53	76	62	72
Abcg5	0	0	0	0	2	0	0	0
Abcg8	0	0	1	1	1	0	2	0
Lrpprc	8312	8337	8649	9306	7517	8410	7978	7749
Gm46582	0	0	0	0	0	0	0	0
1110020A21Rik	4	7	3	5	6	8	1	5
Ppm1b	2423	2396	2436	2642	2208	2570	2320	2269
Slc3a1	21	17	14	8	21	16	6	12
Prepl	1099	1123	1175	1232	988	1177	1076	975
Camkmt	163	157	188	156	135	162	167	151
Gm36826	0	2	0	1	2	1	6	2
Six3os1	0	0	0	0	0	0	0	0
Six3	2	0	0	0	0	0	0	0
Six2	0	0	0	0	0	0	0	0
CJ186046Rik	0	0	0	0	0	0	0	0
Gm41644	0	0	0	0	0	0	0	0
Gm41645	0	0	0	0	0	0	0	0
Gm29418	0	0	0	0	0	0	0	1
Gm4718	0	0	0	0	0	1	0	1
Gm30117	0	1	0	1	0	0	1	1
Srbd1	1750	1792	1854	1951	1471	1752	1678	1530
Gm5817	11	12	15	8	10	7	10	6
Prkce	176	160	165	160	126	173	155	130
Gm52296	0	0	0	1	0	0	0	1
2010106C02Rik	0	0	0	0	0	0	0	0
Gm30284	0	0	0	0	0	0	0	0
Gm52297	0	0	0	0	0	0	0	0
Epas1	47	48	51	49	54	62	60	62
Tmem247	0	0	0	0	0	0	0	0
Atp6v1e2	0	1	3	1	2	0	1	0
LOC115488765	1	1	4	6	3	0	3	5
Rhoq	1231	1204	1308	1360	1488	1592	1580	1371
Pigf	594	582	648	612	546	653	648	571
Cript	991	1034	1130	1190	952	993	964	980
Gm30421	0	2	2	1	0	0	2	0
Gm30510	9	11	4	1	2	9	5	4
Socs5	797	837	826	848	642	742	628	686
C330024C12Rik	0	0	0	0	0	0	0	0
Gm41647	0	0	0	0	0	0	0	0
Gm51270	0	0	0	0	0	0	0	0
Mcfd2	1069	1045	982	1170	907	910	873	870
4833418N02Rik	12	19	12	14	10	16	14	16
Ttc7	2800	2744	2825	2860	2484	3010	2738	2647
Gm52284	0	0	0	1	0	0	0	0
LOC102632541	44	30	27	19	33	32	34	27
Stpg4	0	0	1	0	1	1	0	1
Calm2	7091	6899	8061	8340	6407	7426	6651	6638
Gm26005	0	0	0	0	0	0	0	0
Gm30794	1	0	0	0	0	0	0	0
Gm30938	2	0	1	1	0	3	0	0
Gm30984	0	0	0	0	0	0	0	0
Gm46587	1	0	0	0	0	0	0	1
Gm46609	0	0	0	0	0	0	0	1
Epcam	73	86	106	99	54	77	55	66
Msh2	5641	5700	6267	6446	4824	5905	5235	5317
Kcnk12	0	1	1	1	0	0	0	1
Gm41649	0	0	0	0	0	0	0	0
Msh6	9038	9303	9919	10016	8038	9479	9007	8477
Fbxo11	2863	2996	3144	3086	2941	3134	2939	2852
Gm45950	9	8	11	5	5	5	7	7
Gm4832	3	3	2	5	2	2	2	7
Gm31499	4	1	0	2	1	1	3	2
Gm31615	0	0	0	0	0	2	0	0
1700116H05Rik	0	0	0	0	0	0	0	0
Gm23947	0	0	1	1	2	2	1	1
Foxn2	2298	2305	2483	2606	2194	2396	2196	2264
LOC115488851	0	0	0	0	0	0	0	0
Ppp1r21	1327	1255	1332	1435	1133	1305	1211	1179
Ston1	217	237	219	217	183	214	185	176
Gm31704	0	0	0	1	0	0	0	0
Gm31903	0	0	0	0	0	0	0	0
Gm38460	0	0	0	0	0	0	0	0
Gtf2a1l	0	2	2	5	5	3	3	2
Lhcgr	0	0	0	0	0	0	0	0
Fshr	0	0	0	0	0	0	0	0
4933400B14Rik	0	0	0	0	0	0	0	0
Gm4719	0	0	0	0	0	0	0	0
Gm41653	0	0	0	0	0	0	0	0
Nrxn1	0	0	0	0	0	1	0	0
Gm32337	0	0	0	0	0	0	0	0
Gm20491	0	0	0	0	0	0	0	0
4930480K15Rik	0	0	0	0	0	0	0	0
9330159H11Rik	0	0	0	1	0	0	0	0
Gm24244	0	0	0	0	0	0	0	0
Gm32465	0	0	0	0	0	0	0	0
Adcyap1	0	0	0	0	0	0	0	0
Gm25935	0	0	0	0	0	0	0	0
Gm32512	0	0	0	0	0	0	0	0
Gm22593	0	0	0	0	0	0	0	0
Mettl4	2708	2576	2671	2612	2212	2637	2391	2304
2700099C18Rik	592	564	639	567	579	624	578	541
Gm1976	355	353	362	307	297	382	362	337
Gm20939	312	260	314	327	332	367	281	307
Gm23102	0	0	0	0	0	1	0	1
Vmn1r238	0	0	0	0	0	0	0	0
Crem	2044	1934	2166	2189	1707	1877	1764	1779
Gm6225	31	23	21	25	21	34	21	19
Cul2	4637	4645	5169	5568	4358	4833	4370	4381
Bambi	46	39	46	61	35	58	44	46
Lyzl1	0	0	0	0	0	0	0	0
Gm41657	0	0	2	1	3	2	1	1
Map3k8	816	845	943	864	909	954	872	877
4833419F23Rik	33	31	36	26	32	28	29	39
Mtpap	2515	2614	2750	2825	2373	2628	2389	2445
Gm52359	3	2	0	4	2	3	2	2
Gm41658	0	0	0	0	0	0	0	0
Jcad	156	186	208	212	158	189	188	188
Gm10556	0	0	0	0	0	0	0	0
Gm34269	0	0	0	0	0	0	0	0
Gm41659	0	0	0	0	0	0	0	0
Svil	2038	2088	2093	2077	1957	2281	2037	1959
Gm52363	10	10	9	15	12	9	12	14
Gm34326	1	0	1	0	0	0	0	1
LOC115486421	0	0	0	0	0	1	1	0
Gm26682	3	2	2	2	2	5	2	1
Zfp438	170	175	178	178	115	168	134	151
Gm34630	0	0	0	0	0	0	0	0
Gm10125	3	3	5	5	1	4	3	1
Gm52340	5	8	2	2	7	3	3	4
Zeb1	1724	1726	1737	1832	1366	1751	1607	1466
Gm34740	0	0	0	0	0	0	0	0
Gm34804	0	0	0	0	0	0	0	0
Gm41663	0	0	0	0	1	0	0	0
Gm41662	12	3	4	4	6	7	9	5
Arhgap12	1108	1132	1188	1272	1169	1312	1179	1164
Kif5b	7933	7922	8421	9369	7204	7830	7437	7417
Gm41664	0	0	0	0	0	0	0	0
Epc1	1404	1380	1410	1417	1211	1396	1283	1225
Mir1893	0	0	0	0	0	0	0	0
4921524L21Rik	0	0	0	0	0	0	0	0
Rab18	2563	2669	2951	3049	2348	2778	2544	2543
Mkx	0	0	0	0	0	0	0	0
Gm46633	0	0	0	0	0	0	0	0
Armc4	0	0	0	0	0	0	0	0
Gm34979	26	26	32	12	33	30	29	30
Mpp7	1166	1204	1340	1299	1034	1319	1221	1125
Gm24292	0	0	0	0	0	0	0	0
Wac	4831	4710	4932	5482	4138	4740	4285	4223
Gm35180	0	0	0	0	0	0	0	0
Fzd8	0	0	0	0	0	0	0	0
Gjd4	0	0	0	0	0	0	0	0
Ccny	3965	3795	4106	4400	3373	3938	3640	3577
Gm35458	1	0	0	1	0	0	1	1
Cetn1	0	0	0	0	0	0	0	0
Colec12	0	0	0	0	0	0	0	0
Gm23350	0	0	0	0	0	0	0	0
Thoc1	3213	3086	3391	3625	3212	3284	3006	3136
Usp14	5199	5345	5983	6454	4743	5526	4989	5004
Rock1	6672	7141	7570	7940	6158	7259	6888	6512
Gm26244	0	0	1	0	1	1	0	0
Greb1l	7	5	12	4	2	2	7	4
Esco1	2047	2141	2239	2430	2021	2096	1978	1938
Snrpd1	5968	5795	6366	6825	5640	6263	5702	5722
Abhd3	1	2	2	2	2	3	1	3
4930563E18Rik	0	0	0	0	0	0	0	0
Mib1	3925	4055	4146	4180	3632	3936	3719	3655
Mir133a-1hg	25	11	10	10	19	5	17	13
Mir133a-1	0	1	0	0	0	0	2	1
Mir1b	0	1	0	0	0	0	0	0
Mir1a-2	0	0	0	0	0	0	0	0
Gm35814	0	0	0	0	0	0	0	0
9130001E16Rik	0	0	0	0	0	0	0	0
Gata6os	0	0	0	0	0	0	0	0
Gata6	0	0	0	0	0	0	0	0
Gm35918	0	0	0	0	0	0	0	0
Rbbp8	3016	2967	3291	3400	2580	2909	2721	2687
Gm41665	10	11	5	20	12	7	7	8
Gm6277	42	50	58	46	33	32	23	25
Cables1	3131	3045	3349	3230	2409	2979	2719	2623
Mir1901	0	0	0	0	0	0	0	0
Gm41666	11	4	11	4	7	7	8	6
Tmem241	264	283	274	298	216	302	260	252
Gm41667	1	1	3	1	2	0	2	0
Riok3	4480	4372	4783	4883	4014	4552	4194	4143
Rmc1	1646	1447	1679	1746	1500	1774	1635	1481
Npc1	2003	2004	2111	2167	2054	2378	2142	2041
Ankrd29	43	45	64	56	39	47	45	44
Lama3	0	0	0	0	1	0	0	2
Gm36232	0	0	0	0	0	0	0	0
Gm29200	0	0	0	0	0	0	0	0
Ttc39c	800	783	835	948	831	1005	855	925
Gm41668	2	3	3	0	1	1	0	1
Mir1948	0	0	0	1	0	1	0	0
Cabyr	7	2	3	3	3	3	0	2
Osbpl1a	72	56	72	68	51	72	64	72
Gm52343	0	0	1	0	0	1	0	0
Gm36439	0	0	0	0	0	0	0	0
Impact	1833	1864	1727	1672	1785	1879	1750	1772
Hrh4	0	0	0	0	0	1	1	0
Gm36563	1	0	0	0	0	0	0	0
Gm22251	0	0	0	0	0	0	0	0
Gm36689	0	0	0	0	0	0	0	0
Gm36747	0	0	0	0	0	0	0	0
Gm36802	0	0	0	0	0	0	0	0
Gm41670	0	0	0	0	0	0	0	0
Zfp521	1	0	0	1	0	0	1	0
6330525I24Rik	0	0	0	0	0	0	0	0
8430422H06Rik	0	0	0	0	0	0	0	0
Gm29992	0	0	0	0	0	0	0	0
Ss18	4042	3890	4224	4406	3640	4102	3753	3675
Gm24924	2	2	4	3	4	4	1	6
Psma8	20	16	20	17	9	16	15	16
Taf4b	1104	1077	1178	1229	932	1096	1048	1012
4930543D07Rik	5	1	4	3	2	6	2	2
Kctd1	209	188	198	207	132	175	182	171
4933424G05Rik	6	3	1	2	3	4	1	3
Gm41672	0	0	0	0	0	0	0	0
Gm30230	0	0	0	1	0	0	0	0
A830021F12Rik	0	0	0	0	0	0	0	0
LOC115488952	0	0	0	0	0	0	0	0
Aqp4	1	2	1	0	1	3	3	0
Chst9	0	0	0	0	0	0	0	0
Gm30452	0	0	0	0	0	0	0	0
Gm24228	0	0	0	0	0	0	0	0
LOC115488954	0	0	0	0	0	0	0	0
Gm30512	0	0	0	0	0	0	0	0
Gm41673	0	0	0	0	0	0	0	0
Gm30620	0	0	0	0	0	0	0	0
Gm30765	0	0	0	0	0	0	0	0
Cdh2	0	1	0	0	0	0	0	0
Gm15328	0	0	0	0	0	0	0	0
Gm22470	0	0	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0	0	0
Gm41674	0	0	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0	0	0
Gm30960	0	0	0	0	0	0	0	0
Gm31018	0	0	0	0	0	0	0	0
4930545E07Rik	0	0	0	0	0	0	0	0
LOC115488950	0	0	0	0	0	0	0	0
Gm31086	0	0	0	0	0	0	0	0
Dsc3	0	0	0	0	0	0	0	0
Dsc2	0	0	0	0	0	0	0	1
Dsc1	0	0	0	0	0	0	0	0
Dsg1c	0	0	0	0	0	0	0	0
Gm31237	0	0	0	0	0	0	0	0
Dsg1a	0	0	0	0	0	0	0	0
Dsg1b	0	0	0	0	0	0	0	0
Dsg4	0	0	0	0	0	0	0	0
Dsg3	0	0	0	0	0	0	0	0
Gm46630	0	0	0	0	0	0	0	0
Dsg2	2	4	4	3	4	3	5	2
Gm16090	0	0	1	0	0	0	0	0
Ttr	0	0	0	0	0	0	0	0
B4galt6	1	0	2	1	2	3	1	2
Gm31437	0	0	0	0	0	0	0	0
Trappc8	3059	3298	3376	3480	2832	3293	3048	3023
Rnf125	1645	1735	1823	2081	1449	1765	1597	1609
Rnf138	1913	1873	2165	2215	1746	1778	1713	1692
Mep1b	0	0	0	0	0	0	0	0
Garem1	1	0	1	1	2	1	0	2
Gm41675	0	0	0	0	0	0	0	0
Gm22886	0	0	0	0	0	0	0	0
Gm31646	0	0	0	0	0	0	0	0
Klhl14	0	0	0	0	0	0	0	0
4930426D05Rik	0	0	0	0	0	0	0	0
Ccdc178	0	0	0	0	0	0	0	0
Gm41676	0	0	0	0	0	0	0	0
Asxl3	0	0	0	0	0	0	0	0
Nol4	0	0	0	0	0	0	0	1
Gm22495	0	0	0	0	0	0	0	0
Gm7788	0	1	1	2	1	0	1	0
Dtna	0	0	0	0	0	0	0	0
Gm15972	0	1	1	0	0	0	0	2
Mapre2	2154	2139	2405	2438	1831	2233	1976	2015
Mir6360	0	0	0	0	0	0	0	0
Gm23207	0	0	0	0	0	0	0	0
Gm38559	0	1	1	1	1	0	0	0
Zscan30	123	148	136	148	130	149	155	108
Zfp397	1892	1928	1786	1835	1758	1950	1790	1668
Zfp35	1141	1063	1258	1331	982	1052	1083	1074
Zfp24	2386	2403	2470	2571	2149	2400	2158	2131
Gm41677	2	0	1	1	2	3	3	2
Ino80c	1428	1445	1521	1610	1204	1322	1301	1208
Galnt1	5472	5379	5788	5805	4756	5404	4804	4745
Gm38565	29	42	30	33	34	42	26	28
Gm38410	0	0	0	0	0	0	0	0
Gm32547	0	0	2	1	1	0	0	0
Mir187	0	0	0	0	0	0	0	0
Gm32436	0	0	0	0	0	0	0	0
2700062C07Rik	584	527	631	640	536	648	571	514
Rprd1a	822	898	857	884	834	910	837	830
Slc39a6	2568	2460	2646	2884	2322	2676	2326	2392
Elp2	6034	6141	6541	6636	5260	6295	5606	5521
Mocos	35	50	42	34	33	46	50	45
Fhod3	7	4	5	8	1	0	8	2
Tpgs2	548	614	670	688	546	592	610	604
AW554918	342	365	408	369	317	388	349	322
Celf4	12	12	13	15	9	15	13	7
Gm32825	0	0	0	0	0	0	1	1
Gm3227	0	0	1	0	0	1	0	0
Gm32896	0	0	0	0	0	0	0	0
Gm33228	0	0	0	0	0	0	0	0
Gm41679	0	0	0	0	0	0	0	0
Gm23674	0	0	0	0	0	0	0	0
Gm33621	0	0	0	0	0	0	0	0
